"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J82HZYF9","journalArticle","2019","Brennan, Michael; Rondón-Sulbarán, Janeet","Transdisciplinary research: Exploring impact, knowledge and quality in the early stages of a sustainable development project","World Development","","","","https://www.sciencedirect.com/science/article/abs/pii/S0305750X19301536","","2019","2023-10-03 07:54:49","2023-10-03T07:54:49Z","","481 - 491","","","122","","","","","","","","","","","","","","","","","","","","","ACCESS: Institutional Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4E5IYSE","webpage","2023","Robinson, Benjamin","Interdisciplinary Approaches to Multidimensional Problem Solving for Humanitarian Innovators - Humanitarian Innovation Support Library","","","","","https://hisl.miraheze.org/wiki/Interdisciplinary_Approaches_to_Multidimensional_Problem_Solving","","2023","2023-10-03 07:54:36","2023-10-03T07:54:36Z","2023-06-16 11:44:46","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZK5LPRYL","journalArticle","2022","Robinson, Benjamin L.; Clifford, Mike J.; Jewitt, Sarah","TIME to Change: Rethinking Humanitarian Energy Access","Energy Research & Social Science","","2214-6296","10.1016/j.erss.2021.102453","https://www.sciencedirect.com/science/article/pii/S2214629621005405","Achieving Sustainable Development Goal 7 - universal access to affordable, reliable and modern energy services by 2030 – represents a considerable challenge. Currently, 40% of the global population do not have access to sustainable energy sources, and instead rely on burning biomass to satisfy their energy needs. Despite a long history of energy technology for poverty-alleviation initiatives across the globe, many interventions fail at persuading end-users to continue using these technologies beyond an initial adoption phase. Whilst many champion sustainable energy solutions, most evaluation approaches do not consider long term sustained use. As a result, many end-user-orientated energy solutions, such as Improved Cookstoves (ICS), fall out of use once project partners depart. These failures are often due to emphasis on ever-more-complex technologies rather than social methodologies such as understanding end-user priorities and the complex contextual barriers to sustained use. In this paper, we present a novel interdisciplinary formative and evaluative implementation or delivery model, the qualitative Technology Implementation Model for Energy (TIME), for practitioners and policymakers. TIME focuses on refining three core areas of energy technology implementation; to rethink how impact is defined, to understand differences between practitioner perception and end-user reality, and to champion a co-produced approach with all key stakeholders in the energy system. TIME is the first energy implementation model to blend Social Enterprise, Appropriate Technology, Water, Hygiene and Sanitation behavioural change models as well as International Development planning tools whilst advocating an approach centred around co-production, ownership, use of resources and equality.","2022-04-01","2023-10-03 07:54:36","2023-10-03T07:54:36Z","2023-05-16 13:07:26","102453","","","86","","Energy Research & Social Science","TIME to Change","","","","","","","en","","","","","ScienceDirect","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYTTKBZC","report","2019","Nagwa Konda; Kholoud Mansour; Lydia Tanner; Jennie Thomas","Human-Centred Design and Humanitarian Innovation: Designing Solutions with People Affected by Disaster","","","","","https://aap-inclusion-psea.alnap.org/help-library/human-centred-design-and-humanitarian-innovation","This paper describes human-centered design processes and draws lessons from programmes that have involved affected people in decision-making. It examines issues such as building trust, decision-making, power dynamics, stress and sustainability.","2019","2023-10-03 07:53:29","2023-10-03T07:53:29Z","2023-05-02 14:22:56","","","","","","","","","","","","START Network & CDAC Network","","en","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: HCD & Design Thinking; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNMIEKBJ","report","2020","GSMA","Human-centred design in humanitarian settings: Methodologies for inclusivity","","","","","https://www.gsma.com/mobilefordevelopment/resources/human-centred-design-in-humanitarian-settings/","","2020","2023-10-03 07:53:29","2023-10-03T07:53:29Z","","","","","","","","","","","","","","","en","","","","","Zotero","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: HCD & Design Thinking; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6V64FZPV","webpage","2023","Kocabag, Gunes","HCD Research Methods","Humanitarian Innovation Support Library","","","","https://hisl.miraheze.org/wiki/HCD_Research_Methods","Humanitarian innovation often requires complex, system level interventions and ‘social systems are the external manifestations of cultural thinking patterns and...","2023-04-25","2023-10-03 07:53:21","2023-10-03T07:53:21Z","2023-06-16 12:20:26","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: HCD & Design Thinking; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C78CEPX","journalArticle","2013","Dreibelbis, Robert; Winch, Peter J; Leontsini, Elli; Hulland, Kristyna RS; Ram, Pavani K; Unicom, Leanne; Luby, Stephen P","The Integrated Behavioural Model for Water, Sanitation, and Hygiene: a systematic review of behavioural models and a framework for designing and evaluating behaviour change interventions in infrastructure-restricted settings","Public Health","","","","https://bmcpublichealth.biomedcentral.com/articles/10.1186/1471-2458-13-1015","","2013","2023-10-03 07:51:46","2023-10-03T07:51:46Z","","1015","","","13","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E86TD5M4","webpage","","Sanitation Learning Hub","The Community-Led Total Sanitation Approach","Sanitation Learning Hub","","","","https://sanitationlearninghub.org/practical-support/the-community-led-total-sanitation-approach/","Find out about the Community-Led Total Sanitation (CLTS) approach, with useful resources and things to bear in mind","","2023-10-03 07:51:42","2023-10-03T07:51:42Z","2023-05-02 13:15:19","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6UYTTIN","journalArticle","2018","Jewitt, Sarah; Mahanta, Anjana; Gaur, Kamla","Sanitation sustainability, seasonality and stacking: Improved facilities for how long, where and whom?","The Geographical Journal","","","","https://rgs-ibg.onlinelibrary.wiley.com/doi/abs/10.1111/geoj.12258","","2018","2023-10-03 07:51:38","2023-10-03T07:51:38Z","","255 - 268","","","184","","","","","","","","","","","","","","","","","","","","","ACCESS: Institutional Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFLF7U5U","webpage","2023","Robinson, Benjamin","Market-Based Approaches for Humanitarain Innovators","Humanitarian Innovation Support Library","","","","https://hisl.miraheze.org/wiki/Market-Based_Approaches",".","2023-04-21","2023-10-03 07:48:00","2023-10-03T07:48:00Z","2023-06-08 13:37:37","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Systems Approaches to Energy Access; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278LQD6Y","report","2023","ESMAP (World Bank Group)","Unlocking Clean Cooking Pathways","","","","","https://documents1.worldbank.org/curated/en/099095503072317708/pdf/P1742320fcb6a8051083c008061576a2156.pdf","Recent developments have opened a window of opportunity for driving scale. Clean cooking is being elevated to a higher priority on the policy agenda; better definitions and in-depth data and research tools are making it possible to understand households’ cooking energy needs and sector dynamics; and technological advances, aided by new payment and financ- ing approaches, are putting modern-energy cooking solutions within reach of many more low-income households. At the same time, impact-driven forms of finance are gaining ground as a way to pay for the expected public-goods benefits from clean cooking interven- tions. The World Bank’s Clean Cooking Fund—the largest dedicated fund for galvanizing political commitment, scaling up public and private investment, and catalyzing innovation— is using innovative Results-Based Financing (RBF) designs and applications to promote long-term market development and advance access for all. Lessons and success stories from the World Bank’s recent operational experience in the sector show how making access to clean cooking a political priority, using people-centered approaches, can drive large development impacts for society. To unlock a country’s clean cooking pathways, stakeholders must carefully consider its overall enabling environment, including its institutional capacity to implement transformative solutions. In countries with a high access deficit, addressing the cooking poverty issue will initially require modernizing the biomass fuel sector and promoting integrated, cost-effective approaches. The Clean Cooking Fund’s first IDA co-financed project in Rwanda offers a promising example of how a pro-poor approach can be used to fill the affordability gap and incentivize local stove design and technology innovation.","2023","2023-10-03 07:48:00","2023-10-03T07:48:00Z","2023-04-04 06:25:19","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; THEME: Systems Approaches to Energy Access; USEFUL FOR: Policy/Governments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX7YSLS2","report","2023","GIZ","Promoting Productive Use of Electricity in Displacement Settings","","","","","https://energypedia.info/images/3/35/Promoting_Productive_Use_of_Electricity_in_Displacement_settings.pdf","","2023","2023-10-03 07:48:00","2023-10-03T07:48:00Z","2023-04-18 07:43:24","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: M&E; THEME: Systems Approaches to Energy Access; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J77RTYWY","journalArticle","2022","Matthey-Junod, Anaïs; Sandwell, Philip; Makohliso, Solomzi; Schönenberger, Klaus","Leaving no aspect of sustainability behind: A framework for designing sustainable energy interventions applied to refugee camps","Energy Research & Social Science","","22146296","10.1016/j.erss.2022.102636","https://linkinghub.elsevier.com/retrieve/pii/S2214629622001402","","2022-08","2023-10-03 07:47:31","2023-10-03T07:47:31Z","2023-05-25 05:30:05","102636","","","90","","Energy Research & Social Science","Leaving no aspect of sustainability behind","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Localisation; THEME: Policy; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCIKRPQ4","journalArticle","2022","Robinson, Benjamin L.; Clifford, Mike J.; Jewitt, Sarah","Transforming North-South research partnerships: Lessons learned from energy, technology & enterprise global challenge research fund projects","Energy Research & Social Science","","2214-6296","10.1016/j.erss.2022.102837","https://www.sciencedirect.com/science/article/pii/S2214629622003401","The Global Challenges Research Fund (GCRF) provided a mechanism for academia to undertake projects relevant to the Sustainable Development Goals but there have been limited opportunities to critically interrogate such projects. In this paper we will use the Technology Implementation Model for Energy to deconstruct the purpose, assumptions and expectations, engagement strategies, and reflective processes of four GCRF projects in order to better understand relationships between researchers and those being researched. Thus, the aim of this paper is to explore and understand the lived experiences of four inter-disciplinary GCRF Primary Investigators implementing poverty alleviating technologies in a range of sectors to generate recommendations that can be applied to wider academic communities engaging with vulnerable populations. Our key findings show that despite the integration of Theory of Change models and the Responsible Research and Innovation (RRI) framework in GCRF-funded projects, project aims continue to be driven by researchers rather than reflecting end-user needs. Whilst some projects looked to generate feelings of ownership, adequate engagement strategies and reflective learning practices, these processes are often not formally embedded in project activities resulting in a decoupling of researcher expectations and end-user assumptions – ultimately derailing project outcomes. Our recommendations for academics operating within the International Development space are to 1) Talk early, often and transparently, 2) Keep Thinking – who benefits?, 3) Be reflective, responsive, and open to change and, 4) Use a systematic approach to facilitate this process.","2022-11-01","2023-10-03 07:47:19","2023-10-03T07:47:19Z","2023-02-22 09:39:21","102837","","","93","","Energy Research & Social Science","Transforming North-South research partnerships","","","","","","","en","","","","","ScienceDirect","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: Stakeholder Mapping; THEME: Partnerships; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K84BXV44","report","2019","OCHA","Operationalizing Collective Outcomes: Lessons Learned and Best Practices from and for Country Implementation","","","","","https://www.unocha.org/sites/unocha/files/Operationalizing_Collective_Outcomes_DraftV3.pdf","","2019","2023-10-03 07:47:19","2023-10-03T07:47:19Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Partnerships; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW7VAC6I","report","2019","Newman, K","Partnerships Review: Humanitarian Innovation Fund","","","","","https://www.elrha.org/wp-content/uploads/2019/11/Partnerships-Review-HIF-Digital.pdf","","2019","2023-10-03 07:47:19","2023-10-03T07:47:19Z","2023-03-30 14:00:12","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: M&E; THEME: Partnerships; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YNN2QPF","journalArticle","2023","Crisp, Jeff","Local integration, local settlement and local solutions: disentangling the conceptual confusion","Forced Migration Review","","","","https://www.fmreview.org/issue71/crisp","","2023","2023-10-03 07:47:02","2023-10-03T07:47:02Z","","","","FMR 71","Socio-economic integration","","","","","","","","","","en","","","","","Zotero","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Implementation; THEME: Localisation; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AF2KKNH9","report","2021","CARE International","Promoting inclusive Natural Resource Management among refugees and host community","","","","","https://careuganda.org/wp-content/uploads/2021/06/Promoting-inclusive-Natural-Resource-Management-among-refugees-and-host-community.pdf","","2021","2023-10-03 07:46:21","2023-10-03T07:46:21Z","2023-05-19 15:21:48","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Implementation; THEME: Capacity Building & Sharing; THEME: Gender, Disability, & Inclusion; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIE8SK5H","blogPost","2023","Noor, Anila","Inclusive Policymaking to Give Women Migrants Opportunities for Resilience and Financial Independence","World Refugee & Migration Council","","","","https://wrmcouncil.org/news/opinion/inclusive-policymaking-to-give-women-migrants-opportunities-for-resilience-and-financial-independence/","New Women Connector's Anila Noor writes that women migrants and refugees are mostly viewed as passive recipients of migration and integration policies. Shifting that paradigm and considering women as active participants is key to economic resilience.","2023-03-08","2023-10-03 07:46:21","2023-10-03T07:46:21Z","2023-03-22 08:48:21","","","","","","","","","","","","","","en-CA","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Implementation; THEME: Gender, Disability, & Inclusion; THEME: Policy; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YX8DAZU","report","2022","Women’s Resilience To Disasters; EMPOWER","Gender-responsiveness and disability-inclusion in disaster risk reduction in asia","","","","","https://wrd.unwomen.org/sites/default/files/2022-07/73853_summary%20sendaiasiabrieffinal.pdf","","2022","2023-10-03 07:46:17","2023-10-03T07:46:17Z","2023-06-20 05:32:33","","","","","","","","","","","","UN Women","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Needs Assessment; THEME: Gender, Disability, & Inclusion; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBTX3L28","webpage","2020","Khokhar, Devangana","The Complete Picture Project: Uncovering hidden AI bias","Outsight","","","","https://outsight.international/blog/the-complete-picture-project-uncovering-hidden-ai-bias","How do developers and users ensure that Artificial Intelligence (AI) algorithms serve all the members of a community equitably and fairly? The Outsight team has a solution…   This is not a small question. According to Forbes, the global AI-driven machine learning market will reach $20.83B in 2024. L","2020-10-19","2023-10-03 07:43:18","2023-10-03T07:43:18Z","2023-06-16 07:32:22","","","","","","","The Complete Picture Project","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 0; PROJECT STEP: Design; PROJECT STEP: Stakeholder Mapping; THEME: AI/ML; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNBWU8F9","report","2016","Bennett, Christina; Foley, Matthew; Pantuliano, Sara","Time to let go: remaking humanitarian action for the modern era","","","","","https://odi.org/en/publications/time-to-let-go-remaking-humanitarian-action-for-the-modern-era/","As the international humanitarian system faces a crisis of legitimacy, the Humanitarian Policy Group’s landmark report proposes a new model of humanitarian action.","2016-04-11","2023-10-03 07:40:14","2023-10-03T07:40:14Z","2023-05-11 14:24:10","","","","","","","Time to let go","","","","","","","en-gb","","","","","","","","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 3; PROJECT STEP: Implementation; THEME: Localisation; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4Q5H89C","journalArticle","2020","Miller, Rachel L.; Ulfstjerne, Michael A.","Trees, tensions, and transactional communities: Problematizing frameworks for energy poverty alleviation in the Rhino Camp refugee settlement, Uganda","Energy Research & Social Science","","2214-6296","https://doi.org/10.1016/j.erss.2019.101404","https://www.sciencedirect.com/science/article/abs/pii/S221462961930742X","The purpose of this paper is to shed light on how interventions designed to alleviate energy poverty within displacement settings may bring about adverse effects. Within the past 20 years, the topic of energy access has increasingly made its way into the humanitarian field. Despite the direction of this emerging niche, interventions rarely bring about its intended outcomes. Building on participant observations collected among a multitude of stakeholders and ethnographic data from the Ugandan refugee settlement Rhino Camp, the paper has two main aims. First, we draw into question reigning assumptions among energy stakeholders that often explain the slow progress toward increasing energy access within displacement settings by way of recipient’s cultural disposition and lack of knowledge. Second, advancing the concept of transactional communities encompassing refugees and hosts, this article contributes to critical studies on energy transitions by not only viewing cooking as an individual or cultural practice, but also a social practice built upon interdependency and reciprocity. Including the perspectives of both refugees and host communities serves to pre-empt the protracted situation of refugee settlements, stressing the importance of considering transactional parties as a more durable entity that transcends temporary and problematic notions of refugee and host.","2020-05-01","2023-07-27 12:35:20","2023-07-27T12:35:20Z","","101404","","","63","","","","","","","","","","","","","","","","","","","","","PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZX4TFEYP","report","2023","HAG; CoLAB; GLOW","A Pathway to Localisation Impact: Laying the foundations","","","","","https://humanitarianadvisorygroup.org/wp-content/uploads/2023/04/HAG-HH2-PPLL-Pathway-to-Localisation.pdf","","2023","2023-10-30 16:42:09","2023-10-30T16:42:09Z","2023-05-02 13:44:39","","","","","","","","","","","Humanitarian Horizons: Power, People and Local Leadership","Melbourne: HAG","","","","","","","","","","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 3; PROJECT STEP: Implementation; THEME: Localisation; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFY2NEE9","journalArticle","2020","Skeels, Anna","From Black Hole to North Star: A Response to the Journal of Humanitarian Affairs Special Issue on Innovation in Humanitarian Action (JHA, 1:3)","Journal of Humanitarian Affairs","","","10.7227/JHA.036","https://www.manchesteropenhive.com/view/journals/jha/2/1/article-p69.xml","""From Black Hole to North Star"" published on 01 Jan 2020 by Manchester University Press.","2020-01-01","2023-10-18 09:19:19","2023-10-18T09:19:19Z","2023-03-30 13:56:51","69-74","","1","2","","","From Black Hole to North Star","","","","","","","en","","","","","www.manchesteropenhive.com","","RELATES_TO: 4XJ9K9D","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; THEME: Systems Approaches to Energy Access; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4GSSQWI","report","2019","Patel, Laura; Gross, Katie","Cooking in Displacement Settings: Engaging the Private Sector in Non-wood-based Fuel Supply","","","","","https://www.chathamhouse.org/sites/default/files/publications/2019-01-22-PatelGross2.pdf","","2019","2023-10-18 09:19:16","2023-10-18T09:19:16Z","","","","","","","","","","","","","Moving Energy Initiative","","","","","","","","","RELATES_TO: SFLF7U5U","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Systems Approaches to Energy Access; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GMG4DCG","report","2021","Monca, Andres; Ruiz, Luna; Meyer, Marcelle; Surya, Rishika; Wanyahoro, Wangeci","Assessment of Market-Driven Solutions for Energy Access in Refugee Settlements in Sub-Saharan Africa","","","","","https://energypedia.info/wiki/Publication_-_Assessment_of_Market-Driven_Solutions_for_Energy_Access_in_Refugee_Settlements_in_Sub-Saharan_Africa","","2021","2023-10-18 09:19:13","2023-10-18T09:19:13Z","","","","","","","","","","","","","USAID & Power Africa","","en","","","","","Zotero","","RELATES_TO: SFLF7U5U | 278LQD6Y | PX7YSLS2","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: M&E; THEME: Systems Approaches to Energy Access; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTWPVIVJ","journalArticle","2021","Rush, Howard; Marshall, Nick; Bessant, John; Ramalingam, Ben","Applying an ecosystems approach to humanitarian innovation","Technological Forecasting and Social Change","","0040-1625","https://doi.org/10.1016/j.techfore.2020.120529","https://www.sciencedirect.com/science/article/abs/pii/S004016252031355X","There is a pressing need for innovation in the humanitarian sector, faced as it is with ever-growing demands for it to respond to the plight of people affected by both human and natural disasters. These are arguably growing in scale, scope, and complexity, and look likely to continue to do so. However, despite being referred to more explicitly in the last ten years, the understanding of humanitarian innovation by practitioners, policymakers, and academics is still very much in its infancy. To help address this issue, this paper drawn on and extends the innovation ecosystems literature to present a systematic framework for analysing innovation in the humanitarian sector. This framework is illustrated using evidence from an interview-based survey of ‘informed’ users and a set of in-depth case studies.","2021-04-01","2023-10-18 09:19:08","2023-10-18T09:19:08Z","","120529","","","165","","","","","","","","","","","","","","","","","RELATES_TO: RFY2NEE9","","","","ACCESS: Institutional Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; THEME: Systems Approaches to Energy Access; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJSBM9FX","webpage","2023","Robinson, Benjamin","Equitable Partnerships for Humanitarian Innovators","Humanitarian Innovation Support Library","","","","https://hisl.miraheze.org/wiki/Equitable_Partnerships","Humanitarian innovators are often knowledge leaders in their relevant niche, this means that they have an absolute understanding of the innovation that they have...","2023-04-21","2023-10-18 09:18:35","2023-10-18T09:18:35Z","2023-06-14 12:30:32","","","","","","","","","","","","","","en-GB","","","","","","","RELATES_TO: VCIKRPQ4","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; THEME: Partnerships; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
